59319634674.485062,10099441495.991322,0.0,0.0,0.0,0.0,-118953286017.22699,0.0,0.0,-42094660787.181,0.0,0.0,0.0,21783470330.423401
0.0,-9078450571.1719475,0.0,0.0,0.0,24129357550.726345,0.0,15742775097.709023,-11552028385.08326,27970050039.298595,-11538195194.275436,11366692125.173534,0.0,0.0
0.0,17829336094.342503,-14379543884.43441,0.0,0.0,0.0,0.0,0.0,2996752453.2325597,0.0,541031281.97917795,0.0,0.0,11900668254.347088
0.0,0.0,0.0,-3309924986.0897532,0.0,-8863530451.3610191,-1776843265.261745,2080598259.0062952,8348263040.8752365,0.0,2974916534.9051409,0.0,-5535691285.2731514,0.0
2543872658.830987,1623770645.1895175,-286158189.87052321,0.0,1584895324.3311758,0.0,0.0,0.0,0.0,0.0,1702993778.620337,-4510410504.7091522,0.0,0.0
1203461434.8363557,-1166277491.1463203,0.0,248921326.95421097,-128196658.19261613,-1255661636.9047556,0.0,0.0,0.0,-525438815.3785671,-181975694.17671087,0.0,-355176079.31161469,0.0
377280645.6260885,-345133550.27212286,0.0,0.0,0.0,0.0,0.0,179438976.04457018,0.0,718284649.95880187,103338172.60989751,0.0,-49017010.503371179,0.0
-2351411.7537372597,0.0,0.0,0.0,-110541065.64274524,55152234.470164992,107449542.83488756,0.0,0.0,0.0,39296820.147186056,48242607.833521351,91041953.451935291,222703699.70755899
-23833628.68339866,0.0,0.0,42012422.641842328,9482221.9505254142,0.0,49568164.568537138,0.0,0.0,65940418.997319296,-28366759.70920204,0.0,0.0,36356830.925921507
25214714.206846088,0.0,0.0,43530214.056565441,14285277.096995091,0.0,0.0,0.0,27349130.207394194,0.0,0.0,15337764.307882007,0.0,0.0
-4398290.9184052544,18133566.07459458,301823.96041770285,0.0,-2745566.2767748763,3477614.3931375188,8042084.8902075076,7317324.1815516222,0.0,0.0,0.0,14333072.204377757,-6761906.1676077079,-5756219.4141727947
0.0,-1433436.9657024241,-1174252.1423865692,-998697.48592238023,-2927425.3830791614,0.0,-1383853.5016278068,2429665.9072776488,-2541173.275402437,947169.98434239579,0.0,5821891.3434684826,0.0,3072894.520153305
0.0,-43480.729689145694,0.0,-824263.44800210651,-1052952.0635444515,-323500.13082424499,0.0,-48135.082154255535,0.0,468604.93670743861,0.0,132445.29610819416,952339.9751635656,2368784.514174147
0.0,675069.7401338222,0.0,-62784.835136810827,111912.46159859819,0.0,0.0,0.0,446498.17422396876,-227206.6838133178,0.0,-161419.01602322565,0.0,593977.51479977567
-141265.77370506304,209663.84103756092,0.0,370865.43509885872,0.0,0.0,72510.513729006008,205124.26653804441,-55249.838549483793,8496.3013957450712,0.0,0.0,134099.71948833318,0.0
-61481.437073938672,-2988.820884607529,0.0,51648.678548179843,0.0,0.0,0.0,54299.571130792392,-16764.260020889564,54990.67706189154,0.0,58728.987803154349,-31001.019600204931,50706.712513595274
7560.7568227277143,0.0,0.0,0.0,998.89189288621128,8527.0561851340608,0.0,0.0,19717.003141289199,15614.318009951774,12183.446154469571,9946.3469691080481,-12497.10900765726,-16000.708550772593
7298.3271430261002,2504.3899058369434,-3154.5464356287112,0.0,-1322.378865942555,12311.979112429632,0.0,0.0,-2150.7536527261959,0.0,0.0,0.0,6893.5479900652699,0.0
0.0,0.0,0.0,2465.5932422865917,0.0,-2573.0302732461,0.0,0.0,0.0,-583.60663741584608,0.0,0.0,0.0,4903.6945086209507
0.0,0.0,0.0,0.0,89.246793479182486,0.0,1057.2444708719991,0.0,0.0,0.0,0.0,255.63655392387585,3082.5135326865861,0.0
21.195310500319472,35.521692363054299,0.0,0.0,-205.58552580390273,611.05747584989331,0.0,0.0,0.0,98.114962425302465,527.30119992689004,-637.1284456143768,0.0,824.21378816990466
110.96176932703588,25.366549196074629,106.60841296911507,244.52322395521583,127.55671134137548,-127.21170268317502,0.0,0.0,39.842686074251176,131.32557415274306,235.79233319310171,-94.135574003808188,0.0,-5.8234930932108844
0.0,0.0,-21.003587257066378,0.0,87.067912469336477,0.0,0.0,0.0,0.0,0.0,14.670587729140287,68.544352612545012,0.0,0.0
-51.120441417613918,0.0,-2.839750127568438,38.59114257274301,0.0,99.592520531207072,23.092767506275266,0.0,0.0,-7.454152627445314,31.228478821403883,-42.88336686529933,0.0,-19.3462811961715
-3.9059443515651218,0.0,0.0,38.380396222681291,19.411951072990888,-21.557554044658225,0.0,0.0,0.0,0.0,39.855410168349863,0.0,0.0,0.0
-1.3847084756462218,-6.695672030948888,0.0,0.0,0.0,3.9933884485398798,3.7868089969601808,0.0,0.0,22.04358520408125,0.0,7.165194773774509,3.6203229726985162,0.0
1.4103655417442194,0.0,0.0,0.0,0.0,5.5076255810325385,2.7529146958154671,0.0,0.0,0.95085128998528834,2.2895730817276481,0.0,2.8531783662359915,-1.3270627741588967
0.19323913753032684,0.0,1.3303357064723969,0.0,0.0,1.0174506306648254,-1.0423799753189087,1.4750023484230042,0.0,0.0,0.0,1.2334208190441132,0.0,0.0
0.0,0.0,1.0,-1.0
